Id,Age,Educ_background,Incumbent,Mar_relationship,Mortgage,Fin_loan,Default,Curt_balance,Prev_result,Num_prev_cont,Elapsed_days,Num_cont,Day,Month,Cont_means,Cont_time,Y
16155,43,JHS_HS_graduate,Engineer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,0,Unknown,0,-1,10,30,May,Unknown,107,0
16156,43,Associate_Bachelor_and_beyond,Business_owner,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,-42,Unknown,0,-1,2,19,November,Mobile,163,0
16157,42,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,996,Established,10,177,2,18,July,Mobile,64,0
16158,34,JHS_HS_graduate,Administrator,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,4648,Rejected,7,180,1,22,November,Mobile,152,1
16159,58,JHS_HS_graduate,Business_owner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1879,Unknown,0,-1,1,5,May,Unknown,208,0
16160,24,JHS_HS_graduate,Administrator,Divorced,Mortgaged,Debtor,Non-Default,64,Unknown,0,-1,8,2,July,Mobile,67,0
16161,36,JHS_HS_graduate,Idle,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,241,Rejected,3,106,2,17,November,Mobile,172,0
16162,34,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,127,Rejected,3,176,2,20,November,Mobile,157,0
16163,45,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,174,Rejected,3,164,2,21,April,Mobile,350,0
16164,28,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,92,Rejected,1,244,2,3,May,Mobile,81,0
16165,60,JHS_HS_graduate,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,133,Unknown,0,-1,2,28,January,Mobile,97,0
16166,54,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-40,Unknown,0,-1,3,5,June,Unknown,776,0
16167,32,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,123,Unknown,0,-1,1,25,May,Unknown,150,0
16168,21,JHS_HS_graduate,Administrator,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,2360,Unknown,0,-1,2,20,June,Unknown,86,0
16169,57,Associate_Bachelor_and_beyond,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,9,Unknown,0,-1,4,3,September,Mobile,890,1
16170,44,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-173,Unknown,0,-1,2,16,July,Landline,114,0
16171,34,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,584,Rejected,1,340,2,16,May,Mobile,48,0
16172,35,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-11,Unknown,0,-1,1,26,September,Mobile,1257,1
16173,42,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1288,Rejected,1,163,2,15,April,Mobile,111,0
16174,34,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,924,Unknown,0,-1,1,21,April,Mobile,1628,1
16175,47,JHS_HS_graduate,Unknown,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,93,Unknown,0,-1,2,6,August,Mobile,166,0
16176,36,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-80,Unknown,3,342,4,17,May,Unknown,95,0
16177,30,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,-49,Unknown,0,-1,1,6,May,Unknown,252,0
16178,26,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,639,Unknown,0,-1,1,29,April,Mobile,82,1
16179,23,JHS_HS_graduate,Student,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,136,Unknown,0,-1,1,8,May,Unknown,127,0
16180,61,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,299,Unknown,0,-1,2,7,May,Unknown,66,0
16181,29,JHS_HS_graduate,Manual_laborer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-366,Unknown,0,-1,1,8,May,Unknown,95,0
16182,38,ES_graduate,Manual_laborer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,427,Unknown,0,-1,1,25,July,Unknown,38,0
16183,54,JHS_HS_graduate,Administrator,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2151,Established,1,182,2,2,September,Mobile,259,1
16184,48,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Default,-322,Unknown,0,-1,2,25,May,Mobile,620,0
16185,48,Associate_Bachelor_and_beyond,Engineer,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,239,Unknown,0,-1,2,22,November,Mobile,205,0
16186,28,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,766,Unknown,0,-1,1,29,July,Mobile,515,0
16187,72,ES_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-135,Unknown,0,-1,4,30,July,Mobile,149,0
16188,44,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,188,Other,3,313,2,14,May,Mobile,97,0
16189,50,JHS_HS_graduate,Unknown,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,119,Unknown,0,-1,1,3,July,Unknown,248,0
16190,44,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-46,Unknown,0,-1,2,27,July,Mobile,340,0
16191,31,ES_graduate,Business_owner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,127,Unknown,0,-1,26,29,August,Mobile,335,0
16192,53,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Default,-1366,Unknown,0,-1,1,5,May,Unknown,147,0
16193,69,JHS_HS_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-41,Unknown,0,-1,1,5,March,Unknown,122,0
16194,79,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,3768,Unknown,0,-1,2,7,March,Mobile,162,1
16195,46,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,245,Unknown,0,-1,7,13,May,Mobile,168,0
16196,50,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,19628,Unknown,0,-1,1,8,July,Mobile,187,1
16197,27,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1161,Unknown,0,-1,1,17,October,Mobile,78,0
16198,45,JHS_HS_graduate,Engineer,Divorced,Mortgaged,Debtor,Non-Default,-33,Unknown,0,-1,3,20,June,Mobile,759,1
16199,31,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,11295,Unknown,0,-1,1,21,November,Mobile,165,0
16200,58,Associate_Bachelor_and_beyond,Business_owner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,11620,Rejected,3,174,2,20,November,Mobile,233,0
16201,33,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debtor,Non-Default,-123,Unknown,0,-1,4,25,July,Mobile,204,0
16202,45,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,377,Unknown,0,-1,2,18,August,Mobile,302,0
16203,27,JHS_HS_graduate,Manual_laborer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-1,Unknown,0,-1,1,15,May,Mobile,274,0
16204,56,JHS_HS_graduate,Sole_proprietor,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4062,Established,6,190,3,5,June,Mobile,78,1
16205,50,JHS_HS_graduate,Services,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,1084,Unknown,0,-1,17,20,June,Mobile,54,0
16206,27,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,-113,Unknown,0,-1,1,21,May,Unknown,99,0
16207,36,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1148,Rejected,2,226,3,5,May,Mobile,42,0
16208,44,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgaged,Debtor,Non-Default,52,Rejected,2,261,2,7,February,Mobile,148,0
16209,37,ES_graduate,Sole_proprietor,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,840,Rejected,3,335,1,9,May,Mobile,52,0
16210,44,JHS_HS_graduate,Services,Married,Mortgaged,Debtor,Non-Default,-36,Unknown,0,-1,2,19,November,Mobile,123,0
16211,32,Associate_Bachelor_and_beyond,Business_owner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,309,Unknown,0,-1,1,11,June,Unknown,1392,0
16212,37,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-10,Established,1,49,3,6,February,Mobile,722,1
16213,59,ES_graduate,House_keeper,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,137,Unknown,4,-1,2,4,May,Mobile,39,0
16214,47,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4701,Rejected,6,171,2,15,August,Mobile,129,0
16215,42,JHS_HS_graduate,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-147,Unknown,0,-1,1,25,May,Unknown,103,0
16216,31,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,134,Unknown,0,-1,6,22,November,Mobile,52,0
16217,32,Associate_Bachelor_and_beyond,Sole_proprietor,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,34,Unknown,0,-1,1,19,August,Mobile,227,1
16218,51,Associate_Bachelor_and_beyond,Engineer,Married,Mortgaged,Debtor,Non-Default,647,Rejected,4,228,2,16,May,Mobile,94,0
16219,59,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Default,405,Rejected,0,-1,3,20,August,Mobile,69,0
16220,29,ES_graduate,Manual_laborer,Divorced,Mortgaged,Debtor,Non-Default,4277,Unknown,0,-1,1,27,May,Unknown,83,0
16221,50,ES_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,25,Unknown,0,-1,1,31,July,Mobile,203,0
16222,23,JHS_HS_graduate,Manual_laborer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,-589,Unknown,0,-1,23,16,May,Unknown,125,0
16223,28,JHS_HS_graduate,Administrator,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,101,Unknown,0,-1,1,5,June,Unknown,93,1
16224,29,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,1967,Unknown,0,-1,1,27,June,Mobile,607,0
16225,40,Associate_Bachelor_and_beyond,House_keeper,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,4855,Rejected,4,176,2,23,January,Mobile,622,1
16226,37,Associate_Bachelor_and_beyond,Sole_proprietor,Unmarried,Mortgaged,Debtor,Non-Default,29,Unknown,0,-1,4,5,May,Mobile,451,0
16227,56,Unknown,Manual_laborer,Divorced,Mortgaged,Debtor,Non-Default,11,Unknown,0,-1,1,12,May,Unknown,242,0
16228,43,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,18,Unknown,0,-1,1,14,May,Unknown,83,0
16229,56,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,74,Unknown,0,-1,1,15,May,Mobile,114,0
16230,24,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,-83,Unknown,0,-1,3,8,May,Landline,127,0
16231,53,JHS_HS_graduate,Administrator,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,58,Unknown,0,-1,1,12,May,Unknown,235,0
16232,29,Associate_Bachelor_and_beyond,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1123,Other,1,166,3,16,May,Mobile,410,1
16233,34,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-22,Unknown,0,-1,1,27,November,Mobile,877,1
16234,31,JHS_HS_graduate,Business_owner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,78,Established,7,183,2,13,October,Mobile,137,1
16235,54,JHS_HS_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,10221,Unknown,0,-1,1,22,June,Unknown,151,0
16236,25,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,397,Unknown,0,-1,1,28,January,Mobile,112,1
16237,28,Associate_Bachelor_and_beyond,Sole_proprietor,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,5,Unknown,0,-1,1,6,June,Mobile,468,0
16238,28,JHS_HS_graduate,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,152,Unknown,0,-1,2,5,August,Mobile,629,1
16239,52,JHS_HS_graduate,Administrator,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,271,Unknown,0,-1,1,13,June,Unknown,444,1
16240,48,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,845,Unknown,0,-1,2,6,August,Mobile,133,0
16241,40,ES_graduate,Manual_laborer,Unmarried,Mortgaged,Debtor,Default,-242,Unknown,0,-1,1,30,July,Unknown,70,0
16242,30,JHS_HS_graduate,Business_owner,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,700,Unknown,0,-1,1,30,May,Unknown,111,0
16243,45,Associate_Bachelor_and_beyond,Idle,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,808,Unknown,0,249,1,30,January,Mobile,139,0
16244,46,JHS_HS_graduate,Services,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,33,Unknown,0,-1,2,8,May,Mobile,109,0
16245,46,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgaged,Debtor,Non-Default,-87,Rejected,3,175,5,4,May,Mobile,10,0
16246,39,JHS_HS_graduate,Engineer,Divorced,Mortgaged,Debtor,Non-Default,1063,Rejected,10,170,2,19,November,Mobile,45,0
16247,29,JHS_HS_graduate,Administrator,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-412,Unknown,0,-1,2,28,May,Mobile,109,0
16248,47,JHS_HS_graduate,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,362,Unknown,0,-1,2,7,June,Unknown,299,0
16249,35,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-171,Unknown,0,-1,1,17,May,Mobile,577,0
16250,36,JHS_HS_graduate,Services,Married,Mortgaged,Debtor,Non-Default,-60,Unknown,0,-1,1,4,May,Unknown,376,0
16251,24,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,584,Unknown,0,-1,1,17,September,Mobile,959,1
16252,48,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-31,Unknown,0,-1,7,15,May,Mobile,551,0
16253,61,ES_graduate,House_keeper,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,84,Unknown,0,-1,3,7,May,Unknown,65,0
16254,37,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,374,Unknown,0,-1,1,7,May,Unknown,727,0
16255,39,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1050,Unknown,0,-1,3,28,January,Mobile,1298,1
16256,48,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,326,Rejected,1,236,2,7,May,Mobile,513,0
16257,30,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,173,Other,0,-1,6,19,September,Mobile,51,0
16258,30,ES_graduate,Services,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2730,Established,3,174,1,7,May,Mobile,127,0
16259,62,ES_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4965,Unknown,0,-1,1,12,May,Mobile,1354,1
16260,24,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,493,Unknown,0,-1,1,14,May,Unknown,108,1
16261,28,ES_graduate,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,640,Unknown,0,-1,1,27,July,Mobile,29,0
16262,42,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,126,Unknown,0,-1,1,7,May,Unknown,241,0
16263,35,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,976,Rejected,3,239,2,22,November,Mobile,12,0
16264,26,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-43,Unknown,0,-1,1,19,May,Unknown,111,0
16265,52,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,66,Unknown,0,-1,1,7,May,Mobile,83,0
16266,41,JHS_HS_graduate,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,114,Unknown,0,-1,4,5,May,Mobile,123,0
16267,39,JHS_HS_graduate,Administrator,Married,Mortgaged,Debtor,Non-Default,88,Unknown,0,-1,1,3,May,Unknown,591,0
16268,24,Unknown,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,218,Unknown,0,-1,1,4,February,Mobile,193,0
16269,47,JHS_HS_graduate,Administrator,Unmarried,Mortgaged,Debtor,Non-Default,153,Rejected,1,166,2,7,January,Mobile,149,0
16270,31,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,138,Rejected,1,170,1,7,February,Mobile,841,1
16271,47,ES_graduate,Idle,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,41,Unknown,0,-1,1,30,January,Mobile,106,0
16272,22,Associate_Bachelor_and_beyond,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,683,Unknown,10,-1,3,4,January,Landline,132,0
16273,41,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1858,Established,7,183,5,20,October,Landline,674,1
16274,24,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,281,Unknown,0,-1,1,5,June,Unknown,897,1
16275,54,JHS_HS_graduate,Manual_laborer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,791,Rejected,1,174,2,6,February,Mobile,32,0
16276,24,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,368,Unknown,0,-1,4,14,August,Mobile,210,0
16277,56,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,373,Rejected,4,174,2,5,February,Mobile,140,0
16278,61,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,6472,Other,3,54,2,8,June,Unknown,20,0
16279,69,JHS_HS_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,3129,Established,1,181,2,11,September,Mobile,109,1
16280,49,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,2,Unknown,0,-1,2,21,November,Mobile,43,0
16281,28,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1032,Unknown,0,-1,1,4,November,Mobile,70,0
16282,45,JHS_HS_graduate,Engineer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,320,Unknown,0,-1,1,12,August,Mobile,206,0
16283,43,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-1063,Unknown,0,-1,1,12,August,Mobile,707,1
16284,22,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,38,Unknown,0,-1,1,24,May,Mobile,67,0
16285,56,Associate_Bachelor_and_beyond,Business_owner,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1535,Established,3,179,3,6,May,Mobile,371,1
16286,50,JHS_HS_graduate,Idle,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,2296,Unknown,0,-1,10,2,June,Unknown,171,0
16287,44,ES_graduate,Services,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,172,Unknown,0,-1,2,19,November,Mobile,64,0
16288,24,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4957,Rejected,7,181,2,19,September,Mobile,268,1
16289,47,Associate_Bachelor_and_beyond,Business_owner,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1427,Unknown,0,-1,1,27,May,Mobile,263,1
16290,34,JHS_HS_graduate,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,620,Unknown,0,-1,2,27,August,Unknown,113,0
16291,45,Unknown,Pensioner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,47,Unknown,0,-1,14,16,July,Mobile,110,0
16292,46,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-231,Unknown,0,-1,3,11,May,Unknown,110,0
16293,72,ES_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,13781,Unknown,0,-1,1,3,March,Mobile,257,0
16294,31,ES_graduate,Supervision,Married,Mortgage-Free_Unborrowed,Debtor,Default,-81,Unknown,0,-1,17,25,July,Mobile,117,0
16295,30,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debtor,Non-Default,-59,Unknown,0,-1,1,26,May,Mobile,273,0
16296,31,Associate_Bachelor_and_beyond,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,344,Unknown,0,-1,1,24,August,Landline,762,1
16297,49,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-67,Unknown,0,-1,4,12,August,Mobile,153,0
16298,66,Associate_Bachelor_and_beyond,House_keeper,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1403,Unknown,0,-1,2,3,February,Landline,612,1
16299,60,JHS_HS_graduate,Manual_laborer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,501,Unknown,0,-1,9,11,May,Unknown,43,0
16300,43,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,12317,Unknown,0,-1,2,22,July,Mobile,111,1
16301,37,JHS_HS_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,148,Rejected,1,174,2,5,February,Mobile,98,0
16302,32,ES_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,-100,Unknown,0,-1,3,14,May,Unknown,74,0
16303,57,Associate_Bachelor_and_beyond,Business_owner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,2798,Rejected,2,251,1,7,May,Mobile,252,0
16304,48,Unknown,Unknown,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,201,Unknown,0,-1,16,23,August,Mobile,213,0
16305,41,JHS_HS_graduate,Pensioner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,356,Unknown,0,-1,1,2,February,Mobile,210,0
16306,32,Associate_Bachelor_and_beyond,Idle,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,379,Unknown,0,-1,1,28,January,Mobile,251,1
16307,44,Associate_Bachelor_and_beyond,Services,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,35,Unknown,0,-1,17,8,June,Unknown,112,0
16308,35,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,225,Rejected,3,345,2,7,May,Mobile,62,0
16309,42,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-125,Unknown,1,-1,2,12,August,Mobile,80,0
16310,40,Associate_Bachelor_and_beyond,Business_owner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,515,Rejected,3,165,2,6,May,Mobile,458,1
16311,47,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,844,Unknown,0,-1,2,4,August,Mobile,503,0
16312,33,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debtor,Non-Default,1336,Rejected,11,-1,1,15,February,Mobile,143,0
16313,53,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1780,Unknown,0,-1,1,5,May,Unknown,313,0
16314,18,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,790,Unknown,0,-1,2,13,March,Mobile,28,1
16315,35,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,263,Rejected,4,342,3,16,April,Mobile,149,1
16316,26,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4302,Unknown,0,-1,1,18,May,Mobile,46,0
16317,46,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-326,Unknown,0,-1,5,24,July,Mobile,102,0
16318,51,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,406,Unknown,0,-1,1,25,May,Unknown,263,0
16319,54,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,550,Rejected,3,10,2,6,February,Landline,157,0
16320,45,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,295,Unknown,0,-1,4,5,August,Mobile,100,0
16321,45,JHS_HS_graduate,Business_owner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,222,Unknown,0,-1,10,30,June,Mobile,96,0
16322,51,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,328,Unknown,0,-1,2,4,August,Mobile,104,0
